0.542,1563,60.6,61,"Good"
0.741,3018,62.6,56,"Ideal"
0.7231,3020,60.4,53,"Ideal"
0.711,3026,62.3,56,"Ideal"
0.7351,3035,59.5,57,"Ideal"
0.7131,3035,60.6,57,"Ideal"
0.74311,3041,62.7,57,"Ideal"
0.7331,3041,61.7,55,"Ideal"
0.7441,3042,62.5,57,"Ideal"
0.74231,3053,60.9,56,"Ideal"
0.741,3061,61.5,55,"Ideal"
0.7341,3066,62,57,"Ideal"
0.741,3066,62.1,57,"Ideal"
0.761,3073,62.2,57,"Ideal"
0.731,3080,61.8,55,"Ideal"
0.721,3080,61.8,55,"Ideal"
0.715,3081,62.2,57,"Ideal"
0.761,3090,62.5,57,"Ideal"
0.721,3095,62.5,57,"Ideal"
0.732,2776,61.8,56,"Ideal"
0.752,2776,60.7,56,"Ideal"
0.722,2782,60.8,57,"Ideal"
0.742,2797,61.9,58,"Ideal"
0.722,2804,61.7,57,"Ideal"
0.732,2804,62.2,56,"Ideal"
0.724,2804,61.5,54,"Ideal"
0.752,2805,62.8,56,"Ideal"
0.72,2819,62.3,56,"Ideal"
0.742,2829,61.7,57,"Ideal"
0.7232,2831,62.3,57,"Ideal"
0.73212,2835,62.8,57,"Ideal"
0.7322,2835,61,57,"Ideal"
0.7042,2843,62,57,"Ideal"
0.792,2847,60.3,57,"Ideal"
0.7892,2857,62.3,57,"Ideal"
0.772,2863,59.5,57,"Ideal"
0.7562,2868,62.4,55,"Ideal"
0.71242,2869,60.8,55,"Ideal"
0.7332,2869,60.9,57,"Ideal"
0.722,2870,61.5,56,"Ideal"
0.732,2879,62,56,"Ideal"
0.702,2883,61.8,56,"Ideal"
0.712,2886,62.7,55,"Ideal"
0.742,2891,61.1,56,"Ideal"
0.732,2897,62.5,55,"Ideal"
0.722,2903,61.9,55,"Ideal"
0.742,2907,62.8,57,"Ideal"
0.7325,2907,62.6,56,"Ideal"
0.732,2918,61.8,55,"Ideal"
0.722,2920,61,55,"Ideal"
0.712,2931,61.8,59,"Ideal"







